id,title,culture,period,century,medium,dimensions,department,description,classification,accessionyear,accessionmethod
304732,Charles Albert Brackett (1850-1927),American,,20th century,Oil on canvas,"101.5 x 96.9 cm (39 15/16 x 38 1/8 in.)
framed: 114.9 x 110.2 x 4.8 cm (45 1/4 x 43 3/8 x 1 7/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304746,George Foot Moore (1851-1931),American,,20th century,Oil on canvas,"122.6 x 97.2 cm (48 1/4 x 38 1/4 in.)
framed: 141.6 x 116.5 x 5.7 cm (55 3/4 x 45 7/8 x 2 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304747,"Ebenezer Pemberton (1704/05-1777), after Benjamin Blyth",American,,20th century,Oil on canvas,"58.7 x 46.4 cm (23 1/8 x 18 1/4 in.)
framed: 72.7 x 60 x 5.4 cm (28 5/8 x 23 5/8 x 2 1/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304748,Ezekiel Hersey (1709-1770),American,,18th century,Oil on canvas,"67.3 x 52.7 cm (26 1/2 x 20 3/4 in.)
framed: 82.6 x 68.3 x 5.7 cm (32 1/2 x 26 7/8 x 2 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304749,William Fiske Whitney (1850-1912),American,,20th century,Oil on canvas,"127.2 x 101.8 cm (50 1/16 x 40 1/16 in.)
framed: 142.2 x 116.8 x 5.1 cm (56 x 46 x 2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304750,Charles Hall Grandgent (1862-1939),American,,20th century,Oil on canvas,"121.8 x 96.6 cm (47 15/16 x 38 1/16 in.)
framed: 142.9 x 118.1 x 6.4 cm (56 1/4 x 46 1/2 x 2 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304751,David Linn Edsall (1869-1945),American,,20th century,Oil on canvas,"133.7 x 103.5 cm (52 5/8 x 40 3/4 in.)
framed: 147.3 x 116.8 x 7.9 cm (58 x 46 x 3 1/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304752,"George Washington (1732-1799),  after Gilbert Stuart (1755-1828)",American,,19th century,Oil on canvas,"77.5 x 64.4 cm (30 1/2 x 25 3/8 in.)
framed: 94.6 x 82.2 x 8.3 cm (37 1/4 x 32 3/8 x 3 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304753,Theodore William Richards (1868-1928),American,,20th century,Oil on canvas,"114.3 x 91.4 cm (45 x 36 in.)
framed: 133.4 x 110.5 x 4.5 cm (52 1/2 x 43 1/2 x 1 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304754,Percival Lowell (1855-1916),American,,20th century,Oil on canvas,"sight: 210.8 × 120.1 cm (83 × 47 5/16 in.)
framed: 242.6 × 148.9 × 20.3 cm (95 1/2 × 58 5/8 × 8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304755,George Fisher Baker (1840-1931),American,,20th century,Oil on canvas,142.8 x 112.2 cm (56 1/4 x 44 3/16 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304757,George Santayana (1863-1952),American,,20th century,Oil on canvas,"107.4 x 66.5 cm (42 5/16 x 26 3/16 in.)
framed: 129.5 x 88.9 x 12.7 cm (51 x 35 x 5 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304758,Walter Reynolds Spalding (1865-1962),American,,20th century,Oil on canvas,"90.7 x 73.9 cm (35 11/16 x 29 1/8 in.)
framed: 105.7 x 87.6 x 7.6 cm (41 5/8 x 34 1/2 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304759,Samuel Jason Mixter (1855-1926),American,,20th century,Oil on canvas,"233.4 x 133 cm (91 7/8 x 52 3/8 in.)
framed: 238.8 x 145.7 x 4.1 cm (94 x 57 3/8 x 1 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304760,Carter Glass (1858-1946),American,,20th century,Oil on canvas,"sight: 120.2 x 89.6 cm (47 5/16 x 35 1/4 in.)
framed: 141 x 110.5 x 7.6 cm (55 1/2 x 43 1/2 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304761,"Alexander Hamilton (1757-1804), after John Trumbull",American,,20th century,Oil on canvas,sight: 77 x 62 cm (30 5/16 x 24 7/16 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304763,"John Sherman (1823-1900), after George Peter Alexander Healy",American,,20th century,Oil on canvas,"sight: 125.7 x 100.2 cm (49 1/2 x 39 7/16 in.)
framed: 146.7 x 120.7 x 2.6 cm (57 3/4 x 47 1/2 x 1 in.)",Harvard University Portrait Collection,"Original painting by George Peter Alexander Healy is in the collection of the Treasury Department, Washington, D.C.",Paintings,,Not Recorded
304764,George Howard Monks (1853-1933),American,,20th century,Oil on canvas,"104.2 x 86.5 cm (41 x 34 1/16 in.)
framed: 120.7 x 102.6 x 4.8 cm (47 1/2 x 40 3/8 x 1 7/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304765,"Herbert Weir Smyth (1857-1937), replica",American,,20th century,Oil on canvas,"91.7 x 76.5 cm (36 1/8 x 30 1/8 in.)
framed: 105.4 x 90.2 x 4.8 cm (41 1/2 x 35 1/2 x 1 7/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304766,Francis Weld Peabody (1881-1927),American,,20th century,Oil on canvas,"96.5 x 76.2 cm (38 x 30 in.)
framed: 110.5 x 90.2 cm (43 1/2 x 35 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304767,Charles Allerton Coolidge (1858-1936),American,,20th century,Oil on canvas,"sight: 181.5 x 143.9 cm (71 7/16 x 56 5/8 in.)
framed: 205.7 x 168.9 x 4.5 cm (81 x 66 1/2 x 1 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304768,"Increase Mather (1639-1723), after van der Spriett",American,,20th century,Oil on canvas,"123.3 x 102.8 cm (48 9/16 x 40 1/2 in.)
framed: 149.2 x 128.6 x 7.6 cm (58 3/4 x 50 5/8 x 3 in.)",Harvard University Portrait Collection,Original by van der Spriett is in collection of the Massachusetts Historical Society.,Paintings,,Not Recorded
304769,Abraham Alfonse Albert Gallatin (1761-1849),American,,19th century,Oil on canvas,"125.7 x 100.3 cm (49 1/2 x 39 1/2 in.)
framed: 152.4 x 126.4 x 15.2 cm (60 x 49 3/4 x 6 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304770,Harold Clarence Ernst (1856-1922),American,,20th century,Oil on canvas,"stretcher: 107 × 76.8 cm (42 1/8 × 30 1/4 in.)
frame: 218.4 × 92.4 × 6.4 cm (86 × 36 3/8 × 2 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304771,Jonathan Belcher (1681/82-1757),British,,18th century,Oil on canvas,"126.9 x 101 cm (49 15/16 x 39 3/4 in.)
framed: 138.4 x 115.6 x 8.9 cm (54 1/2 x 45 1/2 x 3 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304772,Horace Wells (1815-1848),American,,19th-20th century,Oil on canvas,"76.2 x 63.5 cm (30 x 25 in.)
framed: 107.6 x 90.2 x 10.2 cm (42 3/8 x 35 1/2 x 4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304773,Walter Bradford Cannon (1871-1945),American,,20th century,Oil on canvas,"201.5 x 115.2 cm (79 5/16 x 45 3/8 in.)
framed: 131.5 x 243.8 x 5.7 cm (51 3/4 x 96 x 2 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304778,Thomas Gold Appleton (1812-1884),American,,19th century,Oil on canvas,"sight: 90.1 x 72.3 cm (35 1/2 x 28 7/16 in.)
framed: 124.5 x 109.2 x 10.2 cm (49 x 43 x 4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304779,Rt. Rev. William T. Lawrence (1850-1941),American,,20th century,Oil on canvas,"106.7 x 81.3 cm (42 x 32 in.)
124.5 x 99.7 x 6.4 cm (49 x 39 1/4 x 2 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304780,Edmund Cogswell Converse (1849-1921),Norwegian,,20th century,Oil on canvas,"91.5 x 70.7 cm (36 x 27 13/16 in.)
framed: 115.6 x 95.3 x 14 cm (45 1/2 x 37 1/2 x 5 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304781,Wallace Clement Sabine (1868-1919),American,,20th century,Oil on canvas,"102.2 x 76.8 cm (40 1/4 x 30 1/4 in.)
framed: 111.8 x 86.4 x 4.5 cm (44 x 34 x 1 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304782,Herbert Weir Smyth (1857-1937),American,,20th century,Oil on canvas,"91.8 × 76.8 cm (36 1/8 × 30 1/4 in.)
framed: 111.8 × 96.5 × 8.3 cm (44 × 38 × 3 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304783,Alfred Worcester (1855-1955),American,,20th century,Oil on canvas,"91.8 x 81 cm (36 1/8 x 31 7/8 in.)
framed: 104.8 x 95.3 x 3.2 cm (41 1/4 x 37 1/2 x 1 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304784,Archibald Cary Coolidge (1866-1928),American,,20th century,Oil on canvas,"76.5 x 63.8 cm (30 1/8 x 25 1/8 in.)
framed: 94.6 x 81.9 x 7.9 cm (37 1/4 x 32 1/4 x 3 1/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304785,Charles Loring Jackson (1847-1935),American,,20th century,Oil on canvas,"81.4 x 64 cm (32 1/16 x 25 3/16 in.)
framed: 92.7 x 75.6 x 6.7 cm (36 1/2 x 29 3/4 x 2 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304786,Bliss Perry (1860-1954),American,,20th century,Oil on canvas,"114.3 x 97.1 cm (45 x 38 1/4 in.)
framed: 132.4 x 114.3 x 5.1 cm (52 1/8 x 45 x 2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304787,George Peabody (1795-1869),American,,19th century,Watercolor on ivory,sight: 8.5 x 6.7 cm (3 3/8 x 2 5/8 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304788,Stuart Wyeth (1862-1929),French,,20th century,Oil on canvas,25.5 x 20.5 cm (10 1/16 x 8 1/16 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304789,Andrew Preston Peabody (1811-1893),American,,19th century,Oil on canvas,"127.2 x 101.9 cm (50 1/16 x 40 1/8 in.)
framed: 168.9 x 143.2 x 10.8 cm (66 1/2 x 56 3/8 x 4 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304791,John Locke (1632-1704),British,,17th-18th century,Pastel on copper,29.2 x 24.1 cm (11 1/2 x 9 1/2 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304792,Belinda Lull Randall (1816-1897),American,,19th century,Oil on canvas,"90.2 x 73 cm (35 1/2 x 28 3/4 in.)
framed: 114.3 x 127 x 8.9 cm (45 x 50 x 3 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304793,Clifford Herschel Moore (1866-1931),American,,20th century,Oil on canvas,"71.5 x 61 cm (28 1/8 x 24 in.)
framed: 86.4 x 77.5 x 4.1 cm (34 x 30 1/2 x 1 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304794,William Ellery Channing (1780-1842),American,,19th century,Oil on canvas mounted on board,"oval: 47.2 x 39.5 cm (18 9/16 x 15 9/16 in.)
framed: 63.5 x 53.3 x 3.5 cm (25 x 21 x 1 3/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304795,Franklin Spilman Newell (1871-1949),American,,20th century,Oil on canvas,"114.3 x 91.4 cm (45 x 36 in.)
framed: 128.3 x 105.4 x 4.5 cm (50 1/2 x 41 1/2 x 1 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304796,"John Warren (1753-1815), after Rembrandt Peale",American,,19th-20th century,Oil on canvas,"77.8 x 65.1 cm (30 5/8 x 25 5/8 in.)
framed: 91.4 x 78.1 x 5.1 cm (36 x 30 3/4 x 2 in.)",Harvard University Portrait Collection,Harvard owns the original by Rembrandt Peale. See object number H175.,Paintings,,Not Recorded
304797,Frederic Saltonstall Gould (1853-1920),American,,19th-20th century,Oil on canvas,"106.7 x 86.4 cm (42 x 34 in.)
framed: 121.9 x 101.6 x 9.5 cm (48 x 40 x 3 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304798,John Winthrop (1588-1649),American,,19th century,Oil on canvas,"76.2 x 63.5 cm (30 x 25 in.)
110.8 x 87 x 10.2 cm (43 5/8 x 34 1/4 x 4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304799,"John Thornton Kirkland (1770-1840), after Gilbert Stuart",American,,19th century,Oil on canvas,"83.5 x 67.6 cm (32 7/8 x 26 5/8 in.) 
framed: 113 x 97.2 x 17.8 cm (44 1/2 x 38 1/4 x 7 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304800,Tyler Bigelow (1778-1865),American,,19th century,Oil on canvas,"76.9 x 63.5 cm (30 1/4 x 25 in.)
framed: 101.6 x 91.4 x 9.2 cm (40 x 36 x 3 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304801,Wilder Dwight (1833-1862),American,,19th century,Oil on canvas,"59.7 x 49.5 cm (23 1/2 x 19 1/2 in.)
framed: 91.4 x 81.3 x 15.2 cm (36 x 32 x 6 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304802,Zedekiah Sanger (1749-1820),American,,19th century,Oil on canvas,"102 x 76.3 cm (40 3/16 x 30 1/16 in.)
framed: 136.2 x 110 x 11.4 cm (53 5/8 x 43 5/16 x 4 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304803,Benjamin Rand (1856-1934),American,,20th century,Oil on canvas,"101.4 x 81.3 cm (39 15/16 x 32 in.)
framed: 115.6 x 95.6 x 4.5 cm (45 1/2 x 37 5/8 x 1 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304805,"Gov. John Leverett (1616-1697), after an unknown 18th-century artist",American,,20th century,Oil on canvas,"sight: 74.8 x 62.4 cm (29 7/16 x 24 9/16 in.)
framed: 88.9 x 76.2 x 6.4 cm (35 x 30 x 2 1/2 in.)",Harvard University Portrait Collection,"The original, by an unknown 18th-century artist, is in the collection of the Massachusetts State House in Boston.",Paintings,,Not Recorded
304806,Phillips Brooks (1835-1893),Russian,,20th century,Oil on canvas,"sight: 142.5 x 100.6 cm (56 1/8 x 39 5/8 in.)
framed: 175.6 x 133.7 x 7 cm (69 1/8 x 52 5/8 x 2 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304807,Otto Knut Olof Folin (1867-1934),American,,20th century,Oil on canvas,"87.6 x 66.9 cm (34 1/2 x 26 5/16 in.)
framed: 105.4 x 85.1 x 9.5 cm (41 1/2 x 33 1/2 x 3 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304808,Charles Sumner (1811-1874),American,,19th century,Oil on canvas,"76 x 63.5 cm (29 15/16 x 25 in.)
framed: 108.6 x 95.6 x 11.8 cm (42 3/4 x 37 5/8 x 4 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304809,Charles William Eliot (1834-1926),American,,20th century,Oil on canvas,sight: 120.7 x 90.1 cm (47 1/2 x 35 1/2 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304810,Adjutant George Foster Hodges (1837-1862) and Captain William Townsend Hodges (1833-1865),American,,19th century,Oil on canvas,294.6 x 185.4 cm (116 x 73 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304811,"Benjamin Franklin (1706-1790), after Joseph-Siffred Duplessis (1725-1802)",American,,19th century,Oil on canvas,76.5 x 63.5 cm (30 1/8 x 25 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304812,Samuel Francis Smith (1808-1895),American,,19th century,Oil on canvas,"106.7 x 86.8 cm (42 x 34 3/16 in.)
framed: 137.8 x 117.48 x 7.62 cm (54 1/4 x 46 1/4 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304813,Walter Hastings (1815-1879),American,,19th century,Oil on canvas,sight: 135.3 x 89.3 cm (53 1/4 x 35 3/16 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304814,John Lovell (1710-1778),American,,18th century,Oil on canvas,"75 x 61 cm (29 1/2 x 24 in.)
89.5 x 76.8 x 7.6 cm (35 1/4 x 30 1/4 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304815,James Grahame (1790-1842),American,,19th century,Oil on canvas,"81.3 x 64.8 cm (32 x 25 1/2 in.)
framed: 108 x 91.4 x 15.2 cm (42 1/2 x 36 x 6 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304817,"Oliver Wolcott Gibbs (1822-1908), replica",American,,20th century,Oil on canvas,"sight: 67.8 x 62.7 cm (26 11/16 x 24 11/16 in.)
framed: 81.3 x 74.9 x 7 cm (32 x 29 1/2 x 2 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304818,William James Cunningham (b. 1875),French,,20th century,Oil on canvas,121.9 x 91.4 cm (48 x 36 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304819,Richard Glover Ames (died 1935) and Henry Russell Ames (died 1935),American,,20th century,Oil on canvas,framed: 112.7 x 138.1 x 4.5 cm (44 3/8 x 54 3/8 x 1 3/4 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304820,Claude Washington Kress (1876-1940),French,,20th century,Conté crayon on paper (possibly chalk),"76.2 x 55.9 cm (30 x 22 in.)
framed: 83.8 x 63.5 x 3.8 cm (33 x 25 x 1 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304822,Henry Wyman Holmes (1880-1960),American,,20th century,Oil on canvas,"sight: 90.2 x 74.9 cm (35 1/2 x 29 1/2 in.)
framed: 110.5 x 95.3 x 5.1 cm (43 1/2 x 37 1/2 x 2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304823,William Dean Howells (1837-1920),American,,19th-20th century,,"sight: 39 x 28.9 cm (15 3/8 x 11 3/8 in.)
framed: 49.5 x 39.4 x 2.9 cm (19 1/2 x 15 1/2 x 1 1/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304825,Chester Noyes Greenough (1874-1938),American,,20th century,Oil on canvas board,"125.1 x 87.3 cm (49 1/4 x 34 3/8 in.)
framed: 143.2 x 108 x 8.9 cm (56 3/8 x 42 1/2 x 3 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304826,Charles Sedgwick Minot (1852-1914),American,,20th century,Oil on canvas,sight: 135.8 x 110 cm (53 7/16 x 43 5/16 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304842,Frank William Taussig (1859-1940),American,,20th century,Oil on canvas,"sight: 120.8 x 89.5 cm (47 9/16 x 35 1/4 in.)
framed: 133.4 x 102.9 x 5.7 cm (52 1/2 x 40 1/2 x 2 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304844,Thomas Wren Ward (1786-1858),American,,19th century,Oil on canvas,"76.2 x 63.8 cm (30 x 25 1/8 in.)
framed: 94 x 80 x 12.7 cm (37 x 31 1/2 x 5 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304845,Portrait of a Cleric,American,,18th century,Oil on canvas,"123 x 96.5 cm (48 7/16 x 38 in.)
framed: 142.2 x 116.2 x 5.1 cm (56 x 45 3/4 x 2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304846,John Winthrop (1588-1649),American,,18th century,Oil on canvas,91.4 x 73.3 cm (36 x 28 7/8 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304847,The Reverend Samuel Willard (1640-1707),American,,18th century,Oil on canvas,"73.6 x 63.8 cm (29 x 25 1/8 in.)
framed: 92.7 x 82.2 x 7 cm (36 1/2 x 32 3/8 x 2 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304848,"Samuel Cooper (1725-1783), after John Singleton Copley",American,,19th century,Oil on canvas,"76.8 x 63.2 cm (30 1/4 x 24 7/8 in.)
framed: 98.4 x 86.4 x 12.7 cm (38 3/4 x 34 x 5 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304849,Samuel Appleton (1766-1853),American,,19th century,Oil on canvas,"91.4 x 71.1 cm (36 x 28 in.)
framed: 113 x 92.1 x 11.4 cm (44 1/2 x 36 1/4 x 4 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304850,"Samuel Adams (1722-1803), after John Singleton Copley (1738-1815)",American,,19th century,Oil on wood panel,"34.9 x 24.4 cm (13 3/4 x 9 5/8 in.)
framed: 51.3 x 41 x 7.9 cm (20 3/16 x 16 1/8 x 3 1/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304851,Thomas Palmer (1743-1820),American,,19th century,Oil on canvas,"90.8 x 71.1 cm (35 3/4 x 28 in.)
framed: 121.9 x 101.6 x 10.2 cm (48 x 40 x 4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304852,John Albion Andrew (1818-1867),American,,19th century,Oil on canvas,sight: 66.8 x 54 cm (26 5/16 x 21 1/4 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304853,Melvin Thomas Copeland (1884-1975),American,,20th century,Oil on canvas,"89.54 x 74.93 cm (35 1/4 x 29 1/2 in.)
framed: 110.17 x 95.25 x 10.16 cm (43 3/8 x 37 1/2 x 4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304874,Oliver Cromwell (1599-1658),Italian,,19th century,Oil on canvas,"78 x 63.5 cm (30 11/16 x 25 in.)
framed: 105.4 x 92.6 x 11.1 cm (41 1/2 x 36 7/16 x 4 3/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304876,Edward Stephen Harkness (1874-1940),American,,20th century,Oil on canvas,"sight: 157.8 x 127.6 cm (62 1/8 x 50 1/4 in.)
framed: 182.2 x 152.1 x 7 cm (71 3/4 x 59 7/8 x 2 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304877,David Gordon Lyon (1852-1935),American,,20th century,Oil on canvas,"127.6 x 101.8 cm (50 1/4 x 40 1/16 in.)
framed: 143.5 x 118 x 4.5 cm (56 1/2 x 46 7/16 x 1 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304878,Henry Asbury Christian (1876-1951),American,,20th century,Oil on canvas,"sight: 125.5 x 87 cm (49 7/16 x 34 1/4 in.)
framed: 141 x 101.9 x 7.6 cm (55 1/2 x 40 1/8 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304879,Milton Joseph Rosenau (1869-1946),American,,20th century,Oil on canvas,"120.3 x 94.5 cm (47 3/8 x 37 3/16 in.)
framed: 135.7 x 111.4 cm (53 7/16 x 43 7/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304880,Nathan Cooley Keep (1800-1875),American,,20th century,Oil on canvas,"stretcher: 102.2 × 77.5 cm (40 1/4 × 30 1/2 in.)
framed: 119.1 × 93 × 4.8 cm (46 7/8 × 36 5/8 × 1 7/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304881,Abraham Lincoln (1809-1865),American,,19th-20th century,Oil on canvas,"60 x 52.8 cm (23 5/8 x 20 13/16 in.)
framed: 78.7 x 68.6 x 8.3 cm (31 x 27 x 3 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304882,George Frisbie Hoar (1826-1904),American,,19th century,Oil on canvas,"115.2 x 86.8 cm (45 3/8 x 34 3/16 in.)
framed: 141 x 114.3 x 15.2 cm (55 1/2 x 45 x 6 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304883,Benjamin Wadsworth (1669/70-1737),British,,17th-18th century,Oil on canvas,82.5 x 69.5 cm (32 1/2 x 27 3/8 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304884,Samuel Cooper Thacher (1785-1818),American,,19th century,Oil on wood panel,"67.5 x 56.2 cm (26 9/16 x 22 1/8 in.)
framed: 88.9 x 78.7 x 52.1 cm (35 x 31 x 20 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304885,George Whitefield (1714-1770),American,,18th century,Oil on canvas,"106.5 x 83.5 cm (41 15/16 x 32 7/8 in.)
framed: 128.4 x 105.7 x 7.6 cm (50 9/16 x 41 5/8 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304886,Thomas Hill (1818-1891),American,,19th century,Oil on canvas,"127.3 x 108 cm (50 1/8 x 42 1/2 in.)
framed: 165.1 x 139.7 x 22.9 cm (65 x 55 x 9 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304887,Israel Munson (1767-1844),American,,19th century,Oil on canvas,"91.4 x 71.1 cm (36 x 28 in.)
framed: 109.2 x 90.2 x 6.4 cm (43 x 35 1/2 x 2 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304889,"George Washington (1732-1799),  after Rembrandt Peale (1778-1860)",American,,19th century,Oil on canvas,"95 x 73.5 cm (37 3/8 x 28 15/16 in.)
framed: 107.3 x 86.4 x 5.7 cm (42 1/4 x 34 x 2 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304890,Roger Bigelow Merriman (1876-1945),French,,20th century,Oil on canvas,"122.5 x 92 cm (48 1/4 x 36 1/4 in.)
frame: 141 x 110.8 cm (55 1/2 x 43 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304891,John Tucker Murray (1876-1956),American,,20th century,Oil on canvas,"126.4 x 100.3 cm (49 3/4 x 39 1/2 in.)
framed: 162.6 x 137.2 x 10.8 cm (64 x 54 x 4 1/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304892,James Bryant Conant (1893-1978),American,,20th century,Oil on canvas,"sight: 142.9 x 115.6 cm (56 1/4 x 45 1/2 in.)
framed: 165.7 x 137.8 x 5.1 cm (65 1/4 x 54 1/4 x 2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304893,Josiah Quincy (1772-1864),American,,19th century,Oil on canvas,"118.3 x 93.1 cm (46 9/16 x 36 5/8 in.)
framed: 158 x 125 x 9.5 cm (62 3/16 x 49 3/16 x 3 3/4 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304894,The Reverend Daniel Greenleaf (1680-1763),American,,18th century,Oil on canvas,"76.3 x 66 cm (30 1/16 x 26 in.)
framed: 92.7 x 85.1 cm (36 1/2 x 33 1/2 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304895,Oliver Mitchell Wentworth Sprague (1873-1953),American,,19th-20th century,Oil on canvas,"120 x 94.6 cm (47 1/4 x 37 1/4 in.)
framed: 137.8 x 107.3 x 7.6 cm (54 1/4 x 42 1/4 x 3 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304896,Charles Eliot Norton (1827-1908),American,,19th-20th century,Oil on canvas,"102.6 x 76.7 cm (40 3/8 x 30 3/16 in.)
framed: 127.8 x 102.4 x 4.1 cm (50 5/16 x 40 5/16 x 1 5/8 in.)",Harvard University Portrait Collection,,Paintings,,Not Recorded
304897,Charles Eliot Norton (1827-1908),American,,19th-20th century,Red and black chalk and wash on canvas,100.6 x 75 cm (39 5/8 x 29 1/2 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
304898,Thomas Henry Sanders (1885-1953),American,,20th century,Oil on canvas,76.2 x 101.6 cm (30 x 40 in.),Harvard University Portrait Collection,,Paintings,,Not Recorded
